node_id	node_name	node_type	compartment_id	role	rule	confidence	plausibility_score	source
21097	TLR5	Protein	20513	core	R6c	MEDIUM	80	InnateDB; PMID:11323673 flagellin epithelial
21106	CMTM6	Protein	20513	core	R6c	LOW	70	PD-L1 stabilizer PMID:28813417
21109	IL1R	Complex	20513	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21110	IL1R1	Protein	20513	core	R6c	MEDIUM	78	IL-1R1; PMID:8120391
21111	IL1RA	Protein	20513	core	R6c	LOW	70	IL-1Ra antagonist
21116	TLR4	Protein	20513	core	R6c	MEDIUM	82	InnateDB; PMID:9237759 LPS receptor
21117	LY96	Protein	20513	core	R6c	MEDIUM	80	MD-2/TLR4 partner; PMID:10359581
21118	UBE2L6	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21125	ITGB1	Protein	20513	core	R6c	LOW	72	β1 integrin ubiquitous
21127	IL2/IL2R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21131	MAP3K5	Protein	20513	core	R6c	MEDIUM	75	ASK1
21133	MAPK11,12,13,14	Protein	20513	core	R6c	MEDIUM	75	p38 MAPK
21134	SMAD2/SMAD3	Complex	20513	core	R6c	LOW	72	R-Smads
21135	SMAD2	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21136	SMAD3	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21139	STAT2	Protein	20513	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21140	HLA-G	Protein	20513	core	R6c	MEDIUM	75	Tolerogenic MHC-Ib PMID:11181016
21141	OAS2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21142	TRIM6	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21143	MAP2K6	Protein	20513	core	R6c	MEDIUM	75	MKK6 p38
21144	STAT3	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21145	TNF/TNFR1	Complex	20513	core	R6c	MEDIUM	75	TNFR1 complex
21146	TNFRSF1A	Protein	20513	core	R6c	MEDIUM	75	TNFR1 ubiquitous; HPA Uhlén 2015
21149	MAPK11,12,13,14	Protein	20513	core	R6c	MEDIUM	75	p38 MAPK
21153	TRADD	Protein	20513	core	R6c	LOW	72	TNFR1 adaptor
21154	TICAM1	Protein	20513	core	R6c	MEDIUM	78	TRIF; TLR3/4 adaptor; PMID:14530373
21156	MT2A	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21159	RELA	Protein	20513	core	R6c	MEDIUM	78	p65 ubiquitous
21160	NFKB1	Protein	20513	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21167	ADAR	Protein	20513	core	R6c	MEDIUM	75	PMID:30401873 ISG; Reactome:R-HSA-9013973
21168	TGFBR1	Protein	20513	core	R6c	MEDIUM	75	Ubiquitous
21169	IRAK4/IRAK1,2/IRAKM	Complex	20513	core	R6c	LOW	72	Myddosome; Reactome:R-HSA-975144
21170	IRAK4	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-9020702; PMID:12055258
21172	IRAK1,2	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-9020702 IL-1/TLR signal
21178	TP53	Protein	20513	core	R6c	LOW	70	Ubiquitous tumor suppressor
21183	IFIH1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21184	SHISA5	Protein	20513	core	R6c	LOW	65	Apoptosis regulator
21186	TANK	Protein	20513	core	R6c	LOW	70	TBK1 partner
21187	TRAF3	Protein	20513	core	R6c	LOW	72	TNFR/TLR adaptor
21188	HLA-DRB4	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21191	MAP2K1	Protein	20513	core	R6c	MEDIUM	75	MEK1 RAS-RAF-MEK-ERK
21192	IL15R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21197	RIPK1	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-2562578
21201	CASP3	Protein	20513	core	R6c	MEDIUM	75	Executioner caspase
21202	DUSP6	Protein	20513	core	R6c	LOW	70	MAPK phosphatase
21203	GBP4	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21204	CISH	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21206	IFNG/IFNGR	Complex	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21207	IFNGR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-877312
21208	IFNGR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-877312
21210	CASP8	Protein	20513	core	R6c	MEDIUM	75	Initiator caspase extrinsic
21211	SMAD2/SMAD3/SMAD4	Complex	20513	core	R6c	LOW	72	Smad complex
21212	SMAD4	Protein	20513	core	R6c	LOW	72	TGF-β/BMP downstream
21213	SMAD2	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21214	SMAD3	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21215	CD80,86	Protein	20513	core	R6c	MEDIUM	82	B7-1/B7-2 co-stim APC; PMID:7510905
21217	PSME2	Protein	20513	core	R6c	MEDIUM	75	Immunoproteasome; PMID:21134086 IFN-γ induced
21218	MAX	Protein	20513	core	R6c	LOW	70	Myc partner
21219	TRADD	Protein	20513	core	R6c	LOW	72	TNFR1 adaptor
21220	IFNB/IFNAR	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21221	IFNAR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015 PMID:25613900; Reactome:R-HSA-909733; ubiquitous
21222	IFNAR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-909733
21224	CFLAR	Protein	20513	core	R6c	LOW	70	cFLIP anti-apoptotic
21225	STAT3	Protein	20513	core	R6c	MEDIUM	78	KEGG:hsa04630; ubiquitous IL-6/IL-10
21226	CHUK/CHUK	Complex	20513	core	R6c	MEDIUM	75	IKKα homodimer
21227	CHUK	Protein	20513	core	R6c	MEDIUM	75	IKKα; KEGG:hsa04064
21228	CHUK	Protein	20513	core	R6c	MEDIUM	75	IKKα; KEGG:hsa04064
21230	IFIH1	Protein	20513	core	R6c	MEDIUM	78	MDA5 RLR; PMID:15208624
21232	MUC1	Gene	21231	core	R6c	MEDIUM	88	PMID:9237759 epithelial mucin
21233	TP53	Protein	21231	core	R6c	LOW	70	Ubiquitous tumor suppressor
21235	IFI6	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219 SjD signature
21236	SOCS2	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21237	IL1B	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21238	GBP5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21240	STAT1 homodimer	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21242	GLUT1	Gene	21231	core	R6c	LOW	70	SLC2A1 ubiquitous
21243	CD40	Gene	21231	core	R6c	MEDIUM	82	B+APC; PMID:8551252
21245	ISG15	RNA	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21246	CXCL11	Gene	21231	core	R6c	MEDIUM	78	I-TAC IFN-induced
21247	HLA-B	Gene	21231	core	R6c	MEDIUM	78	MHC-I
21248	TRIM5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21249	CXCL2	Gene	21231	core	R6c	MEDIUM	75	GROβ
21250	IRF5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21251	CXCL12	RNA	21231	core	R6c	MEDIUM	75	SDF-1 stromal
21252	TRIM14	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21255	VIM	Gene	21231	core	R6c	MEDIUM	75	Mesenchymal/myeloid HPA
21256	ARF1	Gene	21231	core	R6c	LOW	70	Trafficking ubiquitous
21257	TLR4	Gene	21231	core	R6c	MEDIUM	82	InnateDB; PMID:9237759 LPS receptor
21258	GBP4	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21259	HLA-C	Gene	21231	core	R6c	MEDIUM	78	MHC-I
21260	HLA-DQA2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21261	RPLP0	RNA	21231	core	R6c	LOW	70	Ribosomal P0
21262	CXCL10	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21264	IFI6	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219 SjD signature
21265	IFNB1	Gene	21231	core	R6c	MEDIUM	80	Reactome:R-HSA-909733; PMID:28604219; SGEC IFN-β
21266	IL6	Gene	21231	core	R6c	MEDIUM	80	PMID:23597562 IL-6 source; SjD SGEC
21267	CXCL11	RNA	21231	core	R6c	MEDIUM	78	I-TAC IFN-induced
21268	SP100	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21270	GBP2	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21273	RELA	Protein	21231	core	R6c	MEDIUM	78	p65 ubiquitous
21274	NFKB1	Protein	21231	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21275	TNFSF13B	Gene	21231	core	R6c	MEDIUM	82	BAFF source: myeloid+SGEC; PMID:11460154 Mackay; Lavie 2004 SGEC
21279	TNFRSF10A	RNA	21231	core	R6c	LOW	72	TRAIL-R1; HPA
21280	SOCS3	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21281	TRIM34	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21282	IFIT5	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21283	TRIM25	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21284	VCAM1	RNA	21231	core	R5	LOW	49	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21285	IFI35	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21286	RPLP0	Gene	21231	core	R6c	LOW	70	Ribosomal P0
21287	BCL2L1	Gene	21231	core	R6c	MEDIUM	75	Bcl-xL anti-apoptotic
21288	IFIT1	Gene	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21289	IL17A	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21290	CXCL9	Gene	21231	core	R6c	MEDIUM	80	MIG IFN-γ-induced PMID:28604219 SjD
21292	RRM2	Gene	21231	core	R6c	LOW	65	Ribonucleotide reductase
21293	CD80,86	Gene	21231	core	R6c	MEDIUM	82	B7-1/B7-2 co-stim APC; PMID:7510905
21295	OASL	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21296	PML	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21297	XAF1	Gene	21231	core	R6c	LOW	70	ISG; pro-apoptotic
21298	MT2A	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21299	GBP1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21300	RIPK1	RNA	21231	core	R6c	LOW	72	Reactome:R-HSA-2562578
21301	GLUT1	RNA	21231	core	R6c	LOW	70	SLC2A1 ubiquitous
21302	MUC1	RNA	21231	core	R6c	MEDIUM	88	PMID:9237759 epithelial mucin
21303	IFI30	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21304	IFNA	Gene	21231	core	R6c	MEDIUM	82	PMID:15728487 IRF7 pDC; Mavragani 2017 PMID:28604219 SGEC
21305	IFI30	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21307	IFI27	RNA	21231	core	R6c	MEDIUM	75	ISG; Mavragani 2017 PMID:28604219 SjD signature
21312	HLA-DQA2	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21313	BST2	Gene	21231	core	R6c	MEDIUM	75	Tetherin ISG; PMID:18342598
21314	PTPN2	Protein	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21315	MT2A	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21316	IRF5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21317	IRF9	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21318	CXCL9	RNA	21231	core	R6c	MEDIUM	80	MIG IFN-γ-induced PMID:28604219 SjD
21320	CDKN1A	RNA	21231	core	R6c	LOW	70	p21 ubiquitous
21321	NCAM1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21322	NFKB1	Gene	21231	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21323	TRIM22	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21324	RRM2	RNA	21231	core	R6c	LOW	65	Ribonucleotide reductase
21325	TRIM14	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21326	HLA-DRB4	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21327	HLA-DRA	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21328	CD80,86	RNA	21231	core	R6c	MEDIUM	82	B7-1/B7-2 co-stim APC; PMID:7510905
21330	FOS	Protein	21231	core	R6c	LOW	72	AP-1
21331	SOCS3	Gene	21231	core	R6c	MEDIUM	75	JAK-STAT inhibitor
21332	SMAD2/SMAD3/SMAD4	Complex	21231	core	R6c	LOW	72	Smad complex
21333	SMAD4	Protein	21231	core	R6c	LOW	72	TGF-β/BMP downstream
21334	SMAD2	Protein	21231	core	R6c	LOW	72	TGF-β downstream
21335	SMAD3	Protein	21231	core	R6c	LOW	72	TGF-β downstream
21336	ISG15	Gene	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21337	IL15	Gene	21231	core	R6c	MEDIUM	78	IL-15 myeloid/epithelial; PMID:7973650
21339	NCAM1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21340	IKBIP	Gene	21231	core	R6c	LOW	70	IKK interactor
21342	IFITM2	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21343	FAS	Gene	21231	core	R6c	MEDIUM	75	Fas ubiquitous; Reactome:R-HSA-75157
21345	GBP6	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21347	OAS1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21348	TRIM6	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21349	CXCL12	Gene	21231	core	R6c	MEDIUM	75	SDF-1 stromal
21350	CDKN1A	Gene	21231	core	R6c	LOW	70	p21 ubiquitous
21353	TRIM5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21355	MDM2	Gene	21231	core	R6c	LOW	70	p53 regulator
21357	BCL2	Gene	21231	core	R6c	MEDIUM	75	Anti-apoptotic; KEGG:hsa04210
21359	GBP3	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21360	GBP3	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21361	MX2	RNA	21231	core	R6c	MEDIUM	75	ISG GTPase
21362	GBP6	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21363	SESN1	RNA	21231	core	R6c	LOW	65	Sestrin stress
21364	MMP9	Gene	21231	core	R6c	MEDIUM	75	MMP-9 myeloid+epithelial
21365	LAMP3	Gene	21231	core	R6c	MEDIUM	75	DC-LAMP PMID:11160276; SGEC-DC like Mavragani 2017
21369	SNAI1	Protein	21231	core	R6c	MEDIUM	75	EMT epithelial PMID:21326285
21370	IRF3	Protein	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-3134963; ubiquitous innate
21371	TRIM22	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21372	PML	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21374	CD82	RNA	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21376	HLA-A	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21377	FAS	RNA	21231	core	R6c	MEDIUM	75	Fas ubiquitous; Reactome:R-HSA-75157
21378	NFKBIA	Gene	21231	core	R6c	MEDIUM	75	IκBα ubiquitous
21379	GBP5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21380	CCL21	Gene	21231	core	R6c	MEDIUM	78	PMID:18258608 SjD ectopic GC SGEC source
21381	OASL	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21382	CD40	RNA	21231	core	R6c	MEDIUM	82	B+APC; PMID:8551252
21383	IFIT3	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21384	HLA-B	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21385	IRF9	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21386	LMNB1	Gene	21231	core	R6c	LOW	70	Lamin B1 housekeeping
21387	LMNB1	RNA	21231	core	R6c	LOW	70	Lamin B1 housekeeping
21388	IFIT3	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21389	HLA-H	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21390	GBP2	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21391	BST2	RNA	21231	core	R6c	MEDIUM	75	Tetherin ISG; PMID:18342598
21392	HLA-G	Gene	21231	core	R6c	MEDIUM	75	Tolerogenic MHC-Ib PMID:11181016
21395	RSAD2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21397	MX1	RNA	21231	core	R6c	MEDIUM	75	ISG GTPase antiviral; PMID:28604219
21398	CXCL1	Gene	21231	core	R6c	MEDIUM	75	GROα
21401	IFI35	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21402	OAS1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21404	ARF1	RNA	21231	core	R6c	LOW	70	Trafficking ubiquitous
21405	RSAD2	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21406	CFLAR	Gene	21231	core	R6c	LOW	70	cFLIP anti-apoptotic
21408	SESN1	Gene	21231	core	R6c	LOW	65	Sestrin stress
21409	RIPK1	Gene	21231	core	R6c	LOW	72	Reactome:R-HSA-2562578
21410	CCL21	RNA	21231	core	R6c	MEDIUM	78	PMID:18258608 SjD ectopic GC SGEC source
21411	HLA-DRA	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21412	OAS3	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21413	HLA-G	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21414	HLA-DQA1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21415	MDM2	RNA	21231	core	R6c	LOW	70	p53 regulator
21416	AP1	Complex	21231	core	R6c	LOW	70	AP-1 TF
21417	JUN	Protein	21231	core	R6c	LOW	72	AP-1
21418	FOS	Protein	21231	core	R6c	LOW	72	AP-1
21420	IP6K2	RNA	21231	core	R6c	LOW	65	IP6 kinase
21422	TRIM25	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21424	IFIT5	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21425	CD82	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21426	TOX	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21427	CISH	Gene	21231	core	R6c	LOW	72	CIS JAK-STAT inhibitor
21429	IFITM1	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21431	NFKB2	Gene	21231	core	R6c	MEDIUM	78	p52; non-canonical NF-kB
21432	OAS2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21433	SP100	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21434	IFIT2	RNA	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21436	IP6K2	Gene	21231	core	R6c	LOW	65	IP6 kinase
21437	OAS2	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21438	IFITM2	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21439	SHISA5	RNA	21231	core	R6c	LOW	65	Apoptosis regulator
21440	XAF1	RNA	21231	core	R6c	LOW	70	ISG; pro-apoptotic
21441	TRIM6	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21443	CCL19	Gene	21231	core	R6c	MEDIUM	75	Stromal+DC
21444	ADAR	Gene	21231	core	R6c	MEDIUM	75	PMID:30401873 ISG; Reactome:R-HSA-9013973
21445	CCL2	Gene	21231	core	R6c	MEDIUM	78	MCP-1 SGEC+myeloid PMID:9038108
21447	ISG20	Gene	21231	core	R6c	MEDIUM	75	ISG, antiviral exonuclease PMID:23394386
21448	HLA-DQA1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21449	FCGR1BP	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21450	PSME2	Gene	21231	core	R6c	MEDIUM	75	Immunoproteasome; PMID:21134086 IFN-γ induced
21451	SNAI1	Gene	21231	core	R6c	MEDIUM	75	EMT epithelial PMID:21326285
21453	TNFRSF10A	Gene	21231	core	R6c	LOW	72	TRAIL-R1; HPA
21454	EIF2AK2	RNA	21231	core	R6c	MEDIUM	75	PKR antiviral, Reactome:R-HSA-1834941
21455	SOCS2	Gene	21231	core	R6c	LOW	70	JAK-STAT inhibitor
21456	IFIT1	RNA	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21457	SOCS1	RNA	21231	core	R6c	MEDIUM	75	JAK-STAT inhibitor PMID:9590175
21458	FCGR1BP	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21460	IFI27	Gene	21231	core	R6c	MEDIUM	75	ISG; Mavragani 2017 PMID:28604219 SjD signature
21461	LAMP3	RNA	21231	core	R6c	MEDIUM	75	DC-LAMP PMID:11160276; SGEC-DC like Mavragani 2017
21463	HLA-DRB4	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21465	MMP9	RNA	21231	core	R6c	MEDIUM	75	MMP-9 myeloid+epithelial
21466	HNRNPA2B1	RNA	21231	core	R6c	LOW	70	RNA binding housekeeping
21467	GADD45B	Gene	21231	core	R6c	LOW	70	Stress response
21470	PTGS2	Gene	21231	core	R6c	MEDIUM	75	COX-2 inflammatory
21471	SHISA5	Gene	21231	core	R6c	LOW	65	Apoptosis regulator
21472	IFITM3	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21473	HLA-A	Gene	21231	core	R6c	MEDIUM	78	MHC-I ubiquitous nucleated
21474	CISH	RNA	21231	core	R6c	LOW	72	CIS JAK-STAT inhibitor
21475	JUN	Protein	21231	core	R6c	LOW	72	AP-1
21477	SP100	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21479	ADAR	RNA	21231	core	R6c	MEDIUM	75	PMID:30401873 ISG; Reactome:R-HSA-9013973
21481	IFITM1	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21483	IFIT2	Gene	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21485	STAT1/STAT2/IRF9	Complex	21231	core	R5	LOW	51	graph propagation on SjD Map (this work); neighbors_vote=16; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21486	STAT1	Protein	21231	core	R6c	MEDIUM	80	Reactome:R-HSA-877300; KEGG:hsa04630; ubiquitous JAK-STAT
21487	STAT2	Protein	21231	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21488	IRF9	Protein	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-877300; STAT1/2/IRF9 complex
21489	HNRNPA2B1	Gene	21231	core	R6c	LOW	70	RNA binding housekeeping
21490	CXCL10	Gene	21231	core	R6c	MEDIUM	82	IP-10 IFN-γ-induced; SjD core PMID:28604219
21491	XIAP	Gene	21231	core	R6c	LOW	70	X-IAP
21492	ICAM1	RNA	21231	core	R5	LOW	49	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21493	OAS3	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21494	GBP4	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21495	HLA-H	Gene	21231	core	R6c	LOW	70	MHC-I pseudo
