node_id	node_name	node_type	compartment_id	role	rule	confidence	plausibility_score	source
20929	TRAF3	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20930	RRAS	Protein	20513	core	R6c	LOW	70	Ras family
20931	HLA-A	Protein	20513	core	R6c	MEDIUM	78	MHC-I ubiquitous nucleated
20932	GRB2	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20937	MAP2K3	Protein	20513	core	R6c	MEDIUM	75	MKK3 p38
20938	STAT1	Protein	20513	core	R6c	MEDIUM	80	Reactome:R-HSA-877300; KEGG:hsa04630; ubiquitous JAK-STAT
20943	TLR7/ssRNA	Complex	20513	core	R5	LOW	48	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20946	BAFF-APRIL/TACI	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20947	TNFRSF13B	Protein	20513	core	R3	HIGH	95	HGNC:18153; TACI (UniProt O14836); PMID:11460154 BAFF
20949	IL21R	Complex	20513	core	R6c	MEDIUM	80	IL-21R lymphoid
20950	IL21R	Protein	20513	core	R6c	MEDIUM	80	IL-21R lymphoid
20951	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
20953	TNFRSF1B	Protein	20513	core	R6c	MEDIUM	75	TNFR2 leukocyte-biased; PMID:8521391
20955	MAP2K4	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20956	CD40LG/CD40	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20957	CD40	Protein	20513	core	R6c	MEDIUM	82	B+APC; PMID:8551252
20959	NLRC5	Protein	20513	core	R6c	LOW	72	MHC-I transactivator; PMID:21084438
20962	PRKC	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
20963	BIRC2	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20964	IFIT1	Protein	20513	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
20965	MAP3K1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20966	LYN	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
20967	Ag/IgG/FCGR2A	Complex	20513	core	R5	LOW	50	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20971	MAP3K14	Protein	20513	core	R6c	MEDIUM	75	NIK non-canonical NFkB
20972	MX1	Protein	20513	core	R6c	MEDIUM	75	ISG GTPase antiviral; PMID:28604219
20980	TLR4	Protein	20513	core	R6c	MEDIUM	82	InnateDB; PMID:9237759 LPS receptor
20983	MAP2K7	Protein	20513	core	R6c	MEDIUM	75	MKK7 JNK
20987	NFKB1/RELA	Complex	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
20988	RELA	Protein	20513	core	R6c	MEDIUM	78	p65 ubiquitous
20989	NFKB1	Protein	20513	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
20990	LYN	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
20991	RIGI	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20992	MAP2K1	Protein	20513	core	R6c	MEDIUM	75	MEK1 RAS-RAF-MEK-ERK
20996	HLA-C	Protein	20513	core	R6c	MEDIUM	78	MHC-I
20997	MTORC1	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
20998	MLST8	Protein	20513	core	R6c	LOW	70	mTOR partner
20999	MTOR	Protein	20513	core	R6c	LOW	72	mTOR ubiquitous
21000	RPTOR	Protein	20513	core	R6c	LOW	70	mTORC1 partner
21004	TLR10	Protein	20513	core	R6c	MEDIUM	75	InnateDB; PMID:14751764 B-cell biased
21005	TRAIL/TRAILR	Complex	20513	core	R6c	LOW	72	TRAIL/DR4-5 PMID:9311998
21006	TNFRSF10A,B	Protein	20513	core	R6c	LOW	72	TRAIL-R1/2
21008	IRF3	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-3134963; ubiquitous innate
21009	GBP6	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21010	HLA-DQA2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21011	TRIM5	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21012	JAK1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21013	RCAN	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21014	MAVS	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21015	STAT1/STAT2	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21016	STAT1	Protein	20513	core	R6c	MEDIUM	80	Reactome:R-HSA-877300; KEGG:hsa04630; ubiquitous JAK-STAT
21017	STAT2	Protein	20513	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21018	KPNB1	Protein	20513	core	R6c	LOW	70	Importin β
21019	PTK2	Protein	20513	core	R6c	LOW	70	FAK ubiquitous
21020	IL6/IL6R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21021	IL6ST	Protein	20513	core	R6c	MEDIUM	75	gp130 ubiquitous
21022	IL6RA	Protein	20513	core	R6c	MEDIUM	75	IL-6Rα
21024	NFKB2/RELB	Complex	20513	core	R6c	MEDIUM	78	Non-canonical NFkB; PMID:11283238
21025	RELB	Protein	20513	core	R6c	MEDIUM	78	Non-canonical NFkB
21026	NFKB2	Protein	20513	core	R6c	MEDIUM	78	p52; non-canonical NF-kB
21027	NFATC1,2,3	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21029	STAT3 homodimer	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21030	MARCHF8	Protein	20513	core	R6c	MEDIUM	75	MHC-II ubiquitin ligase PMID:18794341
21031	IL7/IL7R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21033	IL7RA	Protein	20513	core	R6c	MEDIUM	80	IL-7Rα
21034	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
21035	IL21/IL21R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21037	IL21R	Protein	20513	core	R6c	MEDIUM	80	IL-21R lymphoid
21038	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
21039	MAP3K5	Protein	20513	core	R6c	MEDIUM	75	ASK1
21040	MDM2	Protein	20513	core	R6c	LOW	70	p53 regulator
21042	JAK2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21046	MAP2K4	Protein	20513	core	R6c	MEDIUM	75	MKK4 JNK
21047	STAT1/STAT2/IRF9	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21048	STAT1	Protein	20513	core	R6c	MEDIUM	80	Reactome:R-HSA-877300; KEGG:hsa04630; ubiquitous JAK-STAT
21049	STAT2	Protein	20513	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21050	IRF9	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-877300; STAT1/2/IRF9 complex
21051	MAPK8,9,10	Protein	20513	core	R6c	MEDIUM	75	JNK1/2/3
21052	SRC	Protein	20513	core	R6c	LOW	72	Tyrosine kinase ubiquitous
21053	IRF3	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-3134963; ubiquitous innate
21054	RSAD2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21055	PTPN6	Protein	20513	core	R6c	MEDIUM	80	SHP-1 hematopoietic PMID:7479798
21057	IFIT3	Protein	20513	core	R6c	MEDIUM	75	ISG; PMID:28604219
21058	AKT	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21059	VEGFA/VEGFR2	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21062	HLA-DQA1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21063	TP53	Protein	20513	core	R6c	LOW	70	Ubiquitous tumor suppressor
21064	DAXX	Protein	20513	core	R6c	LOW	70	Death-associated
21065	FCGR1BP	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21066	STAT1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21067	TNFRSF10A,B	Protein	20513	core	R6c	LOW	72	TRAIL-R1/2
21068	RIGI	Protein	20513	core	R6c	MEDIUM	78	DDX58 RLR; PMID:15208624
21072	OAS1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21073	IP6K2	Protein	20513	core	R6c	LOW	65	IP6 kinase
21077	MYD88	Protein	20513	core	R6c	MEDIUM	75	Universal TLR/IL-1R adaptor; Reactome:R-HSA-166058
21078	PPP2R1A	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21079	IFITM3	Protein	20513	core	R6c	MEDIUM	75	ISG; PMID:23354158
21080	ISG15	Protein	20513	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21081	MDM2	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21082	UBA7	Protein	20513	core	R6c	LOW	70	UBE1L ISGylation E1; PMID:16275642
21083	STAT1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21084	IFNA/IFNAR	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21085	IFNAR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015 PMID:25613900; Reactome:R-HSA-909733; ubiquitous
21086	IFNAR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-909733
21091	TRIM34	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21092	BIRC2	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21094	IRF1	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21095	GRB2	Protein	20513	core	R6c	LOW	72	Adaptor ubiquitous
21096	BLNK	Protein	20513	core	R3	HIGH	95	HGNC:14211; B cell adaptor (UniProt Q8WV28)
21098	BCR	Complex	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21100	CD79A	Protein	20513	core	R3	HIGH	82	HGNC:1698; BCR component (UniProt P11912)
21101	CD79B	Protein	20513	core	R3	HIGH	82	HGNC:1699; BCR component (UniProt P40259)
21106	CMTM6	Protein	20513	core	R6c	LOW	70	PD-L1 stabilizer PMID:28813417
21107	BTK	Protein	20513	core	R3	HIGH	95	HGNC:1133; UniProt Q06187; KEGG:hsa04662 BCR
21109	IL1R	Complex	20513	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=20513; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21110	IL1R1	Protein	20513	core	R6c	MEDIUM	78	IL-1R1; PMID:8120391
21111	IL1RA	Protein	20513	core	R6c	LOW	70	IL-1Ra antagonist
21113	LPS/CD14/TL4/LY96	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21116	TLR4	Protein	20513	core	R6c	MEDIUM	82	InnateDB; PMID:9237759 LPS receptor
21118	UBE2L6	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21123	VCAM/ITGA4/ITGB1	Complex	20513	core	R6c	MEDIUM	75	VLA-4/VCAM lymphocyte trafficking
21124	ITGA4	Protein	20513	core	R6c	MEDIUM	78	VLA-4 leukocyte
21125	ITGB1	Protein	20513	core	R6c	LOW	72	β1 integrin ubiquitous
21127	IL2/IL2R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21131	MAP3K5	Protein	20513	core	R6c	MEDIUM	75	ASK1
21132	CD72	Protein	20513	core	R6c	MEDIUM	88	PanglaoDB B cell
21133	MAPK11,12,13,14	Protein	20513	core	R6c	MEDIUM	75	p38 MAPK
21134	SMAD2/SMAD3	Complex	20513	core	R6c	LOW	72	R-Smads
21135	SMAD2	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21136	SMAD3	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21137	CALM1	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21139	STAT2	Protein	20513	core	R6c	MEDIUM	78	Reactome:R-HSA-909733; ubiquitous
21141	OAS2	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21142	TRIM6	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21143	MAP2K6	Protein	20513	core	R6c	MEDIUM	75	MKK6 p38
21144	STAT3	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21145	TNF/TNFR1	Complex	20513	core	R6c	MEDIUM	75	TNFR1 complex
21146	TNFRSF1A	Protein	20513	core	R6c	MEDIUM	75	TNFR1 ubiquitous; HPA Uhlén 2015
21148	SHC1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21149	MAPK11,12,13,14	Protein	20513	core	R6c	MEDIUM	75	p38 MAPK
21150	MAP3K7	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21152	ETS1	Protein	20513	core	R6c	MEDIUM	75	Lymphoid/myeloid TF; PMID:9252188
21153	TRADD	Protein	20513	core	R6c	LOW	72	TNFR1 adaptor
21155	PI(3,4,5)P3	Simple molecule	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21156	MT2A	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21158	NFKB1/RELA	Complex	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21159	RELA	Protein	20513	core	R6c	MEDIUM	78	p65 ubiquitous
21160	NFKB1	Protein	20513	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21161	EDARADD	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21162	CASP3	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21167	ADAR	Protein	20513	core	R6c	MEDIUM	75	PMID:30401873 ISG; Reactome:R-HSA-9013973
21168	TGFBR1	Protein	20513	core	R6c	MEDIUM	75	Ubiquitous
21169	IRAK4/IRAK1,2/IRAKM	Complex	20513	core	R6c	LOW	72	Myddosome; Reactome:R-HSA-975144
21170	IRAK4	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-9020702; PMID:12055258
21172	IRAK1,2	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-9020702 IL-1/TLR signal
21178	TP53	Protein	20513	core	R6c	LOW	70	Ubiquitous tumor suppressor
21179	BCR	Complex	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21181	CD79A	Protein	20513	core	R3	HIGH	82	HGNC:1698; BCR component (UniProt P11912)
21182	CD79B	Protein	20513	core	R3	HIGH	82	HGNC:1699; BCR component (UniProt P40259)
21183	IFIH1	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21184	SHISA5	Protein	20513	core	R6c	LOW	65	Apoptosis regulator
21185	TRAF2/TRAF3	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21186	TANK	Protein	20513	core	R6c	LOW	70	TBK1 partner
21187	TRAF3	Protein	20513	core	R6c	LOW	72	TNFR/TLR adaptor
21188	HLA-DRB4	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21189	CAMKMT	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21190	PTEN	Protein	20513	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21191	MAP2K1	Protein	20513	core	R6c	MEDIUM	75	MEK1 RAS-RAF-MEK-ERK
21192	IL15R	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21195	IL2RG	Protein	20513	core	R6c	MEDIUM	80	γc subunit lymphoid
21197	RIPK1	Protein	20513	core	R6c	LOW	72	Reactome:R-HSA-2562578
21201	CASP3	Protein	20513	core	R6c	MEDIUM	75	Executioner caspase
21202	DUSP6	Protein	20513	core	R6c	LOW	70	MAPK phosphatase
21203	GBP4	Protein	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21204	CISH	Protein	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21206	IFNG/IFNGR	Complex	20513	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21207	IFNGR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-877312
21208	IFNGR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-877312
21210	CASP8	Protein	20513	core	R6c	MEDIUM	75	Initiator caspase extrinsic
21211	SMAD2/SMAD3/SMAD4	Complex	20513	core	R6c	LOW	72	Smad complex
21212	SMAD4	Protein	20513	core	R6c	LOW	72	TGF-β/BMP downstream
21213	SMAD2	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21214	SMAD3	Protein	20513	core	R6c	LOW	72	TGF-β downstream
21215	CD80,86	Protein	20513	core	R6c	MEDIUM	82	B7-1/B7-2 co-stim APC; PMID:7510905
21217	PSME2	Protein	20513	core	R6c	MEDIUM	75	Immunoproteasome; PMID:21134086 IFN-γ induced
21218	MAX	Protein	20513	core	R6c	LOW	70	Myc partner
21219	TRADD	Protein	20513	core	R6c	LOW	72	TNFR1 adaptor
21220	IFNB/IFNAR	Complex	20513	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21221	IFNAR1	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015 PMID:25613900; Reactome:R-HSA-909733; ubiquitous
21222	IFNAR2	Protein	20513	core	R6c	MEDIUM	75	HPA Uhlén 2015; Reactome:R-HSA-909733
21224	CFLAR	Protein	20513	core	R6c	LOW	70	cFLIP anti-apoptotic
21225	STAT3	Protein	20513	core	R6c	MEDIUM	78	KEGG:hsa04630; ubiquitous IL-6/IL-10
21226	CHUK/CHUK	Complex	20513	core	R6c	MEDIUM	75	IKKα homodimer
21227	CHUK	Protein	20513	core	R6c	MEDIUM	75	IKKα; KEGG:hsa04064
21228	CHUK	Protein	20513	core	R6c	MEDIUM	75	IKKα; KEGG:hsa04064
21230	IFIH1	Protein	20513	core	R6c	MEDIUM	78	MDA5 RLR; PMID:15208624
21233	TP53	Protein	21231	core	R6c	LOW	70	Ubiquitous tumor suppressor
21235	IFI6	Gene	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219 SjD signature
21236	SOCS2	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21237	IL1B	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21238	GBP5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21239	CCL5	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21240	STAT1 homodimer	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21241	CCL4	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21242	GLUT1	Gene	21231	core	R6c	LOW	70	SLC2A1 ubiquitous
21243	CD40	Gene	21231	core	R6c	MEDIUM	82	B+APC; PMID:8551252
21245	ISG15	RNA	21231	core	R6c	MEDIUM	75	Reactome:R-HSA-1169408 ISGylation
21247	HLA-B	Gene	21231	core	R6c	MEDIUM	78	MHC-I
21248	TRIM5	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21250	IRF5	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21252	TRIM14	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21254	IL17A	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21256	ARF1	Gene	21231	core	R6c	LOW	70	Trafficking ubiquitous
21257	TLR4	Gene	21231	core	R6c	MEDIUM	82	InnateDB; PMID:9237759 LPS receptor
21258	GBP4	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21259	HLA-C	Gene	21231	core	R6c	MEDIUM	78	MHC-I
21260	HLA-DQA2	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21261	RPLP0	RNA	21231	core	R6c	LOW	70	Ribosomal P0
21262	CXCL10	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21264	IFI6	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219 SjD signature
21266	IL6	Gene	21231	core	R6c	MEDIUM	80	PMID:23597562 IL-6 source; SjD SGEC
21268	SP100	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21269	XIAP	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21270	GBP2	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21271	CXCL1	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21272	RELA/NFKB1	Complex	21231	core	R4	MEDIUM	80	Reactome:R-HSA-983705 via MINERVA notes
21273	RELA	Protein	21231	core	R6c	MEDIUM	78	p65 ubiquitous
21274	NFKB1	Protein	21231	core	R6c	MEDIUM	78	p50; ubiquitous KEGG:hsa04064
21276	IL12	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21279	TNFRSF10A	RNA	21231	core	R6c	LOW	72	TRAIL-R1; HPA
21280	SOCS3	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21281	TRIM34	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21282	IFIT5	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21283	TRIM25	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21284	VCAM1	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=4; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21285	IFI35	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:28604219
21286	RPLP0	Gene	21231	core	R6c	LOW	70	Ribosomal P0
21287	BCL2L1	Gene	21231	core	R6c	MEDIUM	75	Bcl-xL anti-apoptotic
21288	IFIT1	Gene	21231	core	R6c	MEDIUM	75	ISG; Reactome:R-HSA-936964
21289	IL17A	Gene	21231	core	R6	LOW	25	default intracellular signaling fallback (InnateDB Breuer 2013 PMID:23180781; STRING Szklarczyk 2023 PMID:36370105); compartment=21231; HPA Uhlén 2015 PMID:25613900 (ubiquitous expression)
21292	RRM2	Gene	21231	core	R6c	LOW	65	Ribonucleotide reductase
21293	CD80,86	Gene	21231	core	R6c	MEDIUM	82	B7-1/B7-2 co-stim APC; PMID:7510905
21294	STAT3 homodimer	Protein	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=3; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21295	OASL	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21296	PML	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
